"model","Partially pooled binomial","Partially pooled poisson","Un-pooled binomial","Un-pooled poisson"
"by_year",0.255315015698341,0.256122553944686,0.264869675929525,0.263082013397016
"by_year_agent",0.100968057495153,0.101185820599554,0.103214616989502,0.102626616232359
"by_year_stratum",0.80114270829534,0.85069529741174,1.12765416289633,1.1231125969231
"by_year_stratum_agent",0.375728495013596,0.381155843696177,0.46404883056689,0.465787494179031
