"model","Partially pooled binomial","Partially pooled poisson","Un-pooled binomial","Un-pooled poisson"
"by_year",0.0651857572410442,0.0655987626391485,0.0701559452270115,0.0692121457730279
"by_year_agent",0.0101945486343446,0.0102385702904052,0.0106532571602897,0.0105322223593039
"by_year_stratum",0.641829639054792,0.723682489038449,1.27160391109742,1.26138190536735
"by_year_stratum_agent",0.141171901965182,0.145279777183745,0.215341317150498,0.216957989733581
