"model","Partially pooled binomial","Partially pooled poisson","Un-pooled binomial","Un-pooled poisson"
"by_year",0.199463507701479,0.200032149350526,0.210143090092935,0.208312745815283
"by_year_agent",0.0748282863198841,0.0751948029561144,0.0767003675325859,0.0763827107114859
"by_year_stratum",0.612807718879198,0.653138703026559,0.808975851967576,0.80460118207828
"by_year_stratum_agent",0.247060521725936,0.257808650763471,0.291008112403932,0.292077143260196
