X,Y,id,zone,utm_zone,easting,northing,mgrs,dstrcts,dw,db,ds,drought,p_pr_sp,p_cnfrs,grwng_s,prdsp_w,rl_prdsp_w,prdsp_b,rl_prdsp_b,prdsp_s,rl_prdsp_s,prdsp__,prdsp_p,Fläch,MAPKEY,Wuchsge1,Wuchsnam,SRTMkomple
4634986.3775609,2822420.65615611,1008,33,33,444090,5364810,33UVP,Urfahr,910.6521700000,347.8502400000,879.9516900000,23.0193300000,0.4782600000,0.6087000000,366.0869600000,1280.6194100000,1.3723300000,512.5795500000,0.7780800000,421.2149900000,2.3745600000,1793.1989600000,0.4898300000,649212382.2999999523,414,9.1,Mhlviertel,614.0000000000
4739745.36690514,2841142.95197249,1009,33,33,549810,5376390,33UWP,Krems,1141.3279100000,1287.1409200000,474.3902400000,18.9034000000,0.1707300000,0.5122000000,352.6829300000,736.1682800000,0.7888900000,700.3177400000,1.0630600000,92.2186400000,0.5198700000,1436.4860200000,0.4073000000,980179217.8999999762,CE,8.1,Pannonisches Tief- und Hgelland,278.0000000000
4318748.34658332,2688909.40374295,1010,32,32,573330,5240490,32TNT,Bregenz,138.7325100000,285.5390900000,97.2921800000,42.3237400000,0.2592600000,0.6666700000,459.0740700000,124.5373400000,0.1334600000,859.9939000000,1.3054500000,263.1456800000,1.4834600000,984.5312400000,0.2144600000,853656092.7999999523,261E,4.1,Nrdliche Randalpen - Westteil,1067.0000000000
4787344.87974342,2682851.21154065,1011,33,33,586860,5215260,33TWN,Burgenland-Sd,195.8192400000,1426.9270300000,48.5323400000,20.7885000000,0.0597000000,0.3880600000,309.4925400000,515.7921500000,0.5527300000,1286.7927900000,1.9533200000,0.0000000000,0.0000000000,1802.5849500000,0.5824300000,1481294508.0000000000,DE,8.2,Subillyrisches Hgel- und Terrassenland,318.0000000000
4685928.80931131,2712612.16371699,1012,33,33,487680,5251830,33TVN,Leoben,1282.0031300000,1242.5273900000,575.2738700000,33.6457200000,0.5070400000,0.7887300000,327.0422500000,1303.5401100000,1.3969000000,669.0838900000,1.0156500000,304.9474500000,1.7191100000,1972.6239900000,0.6031700000,1108577098.0000000000,260F,3.1,stliche Zwischenalpen - Nordteil,881.0000000000
4739535.74665502,2766199.83946146,1013,33,33,544650,5301660,33TWP,Lilienfeld,686.0317500000,862.2063500000,260.5555600000,23.2420800000,0.2428600000,0.5857100000,294.8857100000,0.0000000000,0.0000000000,349.4747000000,0.5304900000,281.3260400000,1.5859500000,349.4747000000,0.1185100000,927828330.6000000238,2638,4.2,Nrdliche Randalpen - Ostteil,594.0000000000
4763763.42002066,2750498.44456266,1014,33,33,567780,5284350,33TWN,Neunkirchen,362.8086400000,223.7037000000,40.6944400000,23.0276900000,0.2638900000,0.7083300000,327.7777800000,580.1441500000,0.6216900000,543.2190600000,0.8245900000,157.6588000000,0.8887900000,1123.3632100000,0.3427200000,1143122083.0000000000,2603,5.1,Niedersterreichischer Alpenostrand (Thermenalpen),1025.0000000000
4552739.35177841,2753406.21653059,1015,33,33,357540,5301450,33TUP,Salzburg (Flachgau),1675.9574500000,1266.4420800000,64.2316800000,41.3878900000,0.1276600000,0.4042600000,403.4255300000,665.4824200000,0.7131400000,888.7401300000,1.3490800000,236.5948700000,1.3337800000,1554.2225500000,0.3852600000,1110940165.0000000000,9F,7.1,Nrdl. Alpenvorland - Westteil,525.0000000000
4774147.92214226,2677197.90876986,1016,33,33,573330,5210520,33TWN,Feldbach,45.3571400000,372.5674600000,6.3492100000,23.0968300000,0.0714300000,0.3571400000,378.5000000000,531.5957700000,0.5696700000,1217.6795300000,1.8484000000,150.4790100000,0.8483100000,1749.2753000000,0.4621600000,726136942.1000000238,DE,8.2,Subillyrisches Hgel- und Terrassenland,271.0000000000
4352810.67126319,2667996.56624913,1017,32,32,607620,5220000,32TPT,Landeck,225.6000000000,76.9238100000,195.2761900000,30.5662500000,0.3142900000,0.8000000000,359.9142900000,1006.3830400000,1.0784600000,386.4273200000,0.5865900000,60.9422700000,0.3435600000,1392.8103600000,0.3869800000,1595975669.0000000000,25DF,1.2,Subkontinentale Innenalpen - Westteil,1609.0000000000
4765513.22984939,2669392.02456285,1018,33,33,564210,5203320,33TWN,Feldbach,45.3571400000,372.5674600000,6.3492100000,23.0968300000,0.0714300000,0.3571400000,378.5000000000,531.5957700000,0.5696700000,1217.6795300000,1.8484000000,150.4790100000,0.8483100000,1749.2753000000,0.4621600000,726136942.1000000238,DE,8.2,Subillyrisches Hgel- und Terrassenland,350.0000000000
4474146.96844515,2696499.68125306,1019,33,33,275460,5249820,33TTN,Kufstein,550.0582000000,752.3809500000,255.2354500000,41.1472600000,0.2619000000,0.6428600000,302.4047600000,763.2837000000,0.8179500000,794.7282900000,1.2063800000,220.4518400000,1.2427800000,1558.0119900000,0.5152100000,1000242764.0000000000,25F3,2.1,Nrdliche Zwischenalpen - Westteil,1806.0000000000
4612153.88452095,2776349.06052002,1020,33,33,418290,5320380,33UVP,Wels,3930.4444400000,2607.7555600000,206.6666700000,21.1163200000,0.4000000000,0.8000000000,409.6000000000,1419.6215700000,1.5212900000,1369.2151500000,2.0784300000,171.0178300000,0.9641000000,2788.8367200000,0.6808700000,760913406.8999999762,9F,7.1,Nrdl. Alpenvorland - Westteil,407.0000000000
4340362.53108853,2676339.03452572,1021,32,32,595080,5228190,32TNT,Reutte,315.7006200000,137.5925900000,22.4506200000,41.9731400000,0.4444400000,0.7777800000,278.6388900000,903.4722700000,0.9681800000,404.7986500000,0.6144700000,245.7356700000,1.3853100000,1308.2709200000,0.4695200000,1229779215.0000000000,25F3,2.1,Nrdliche Zwischenalpen - Westteil,2351.0000000000
4722249.77273451,2818802.73358283,1022,33,33,530880,5355300,33UWP,Krems,1141.3279100000,1287.1409200000,474.3902400000,18.9034000000,0.1707300000,0.5122000000,352.6829300000,736.1682800000,0.7888900000,700.3177400000,1.0630600000,92.2186400000,0.5198700000,1436.4860200000,0.4073000000,980179217.8999999762,CB,9.2,Waldviertel,419.0000000000
4508200.4580978,2708953.72574663,1023,33,33,310230,5260020,33TUN,Kitzbhel,454.3357000000,260.2978700000,142.6052000000,46.0558000000,0.4042600000,0.6595700000,377.2978700000,1030.0682500000,1.1038400000,820.4576400000,1.2454300000,223.3314300000,1.2590100000,1850.5258900000,0.4904700000,1159059706.0000000000,25F3,2.1,Nrdliche Zwischenalpen - Westteil,1182.0000000000
4520852.42055969,2725774.50378597,1024,33,33,323940,5275980,33TUN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,1396.0000000000
4727363.39243402,2679485.76153231,1025,33,33,526830,5215980,33TWN,Graz,2585.9319000000,1137.9659500000,58.5125400000,32.9642500000,0.3064500000,0.6290300000,375.0967700000,1307.8870200000,1.4015500000,1006.2941700000,1.5275300000,108.6463900000,0.6124800000,2314.1811900000,0.6169600000,1214528666.0000000000,D9,5.3,Ost- und Mittelsteirisches Bergland,515.0000000000
4792784.93699336,2820465.61612935,1026,33,33,601350,5352150,33UXP,Korneuburg,198.6111100000,73.6631900000,17.7083300000,13.8094000000,0.0000000000,0.0312500000,187.3125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1273510721.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,256.0000000000
4554617.29266276,2775233.18786689,1027,33,33,360840,5323110,33UUP,Braunau am Inn,822.6495700000,1997.0997200000,217.0940200000,27.3858200000,0.3076900000,0.6923100000,426.1025600000,1337.7636700000,1.4335700000,1245.9309000000,1.8912900000,141.1184300000,0.7955400000,2583.6945700000,0.6063600000,1033913877.0000000000,9F,7.1,Nrdl. Alpenvorland - Westteil,501.0000000000
4740259.9194668,2688389.93610137,1028,33,33,540270,5223990,33TWN,Graz,2585.9319000000,1137.9659500000,58.5125400000,32.9642500000,0.3064500000,0.6290300000,375.0967700000,1307.8870200000,1.4015500000,1006.2941700000,1.5275300000,108.6463900000,0.6124800000,2314.1811900000,0.6169600000,1214528666.0000000000,D9,5.3,Ost- und Mittelsteirisches Bergland,525.0000000000
4763301.48010788,2852319.64215632,1029,33,33,574050,5385930,33UWP,Horn,205.2046800000,413.2456100000,20.7602300000,15.1049500000,0.1315800000,0.4473700000,249.6315800000,160.5098400000,0.1720100000,498.4530000000,0.7566400000,59.2375100000,0.3339500000,658.9628400000,0.2639700000,1803085095.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,280.0000000000
4549217.54388135,2661515.74130377,1030,33,33,348060,5209950,33TUN,Spittal an der Drau,719.4690300000,184.8230100000,23.3185800000,19.0200800000,0.4601800000,0.7610600000,365.6548700000,994.9850200000,1.0662400000,198.4705600000,0.3012700000,169.1868900000,0.9537700000,1193.4555800000,0.3263900000,2790113307.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,2400.0000000000
4650173.014813,2648156.51451769,1031,33,33,447840,5189910,33TVM,Sankt Veit an der Glan,1282.2110000000,386.0044900000,51.8518500000,27.0537600000,0.4747500000,0.7575800000,307.9191900000,1240.2996000000,1.3291300000,454.9348200000,0.6905800000,201.0052400000,1.1331500000,1695.2344200000,0.5505500000,1522680350.0000000000,DC,3.2,stliche Zwischenalpen - Sdteil,932.0000000000
4478366.35210588,2705637.75567191,1032,33,33,280260,5258670,33TTN,Kufstein,550.0582000000,752.3809500000,255.2354500000,41.1472600000,0.2619000000,0.6428600000,302.4047600000,763.2837000000,0.8179500000,794.7282900000,1.2063800000,220.4518400000,1.2427800000,1558.0119900000,0.5152100000,1000242764.0000000000,25F3,2.1,Nrdliche Zwischenalpen - Westteil,918.0000000000
4794824.71445694,2711390.70814384,1033,33,33,596190,5243220,33TWN,Burgenland-Sd,195.8192400000,1426.9270300000,48.5323400000,20.7885000000,0.0597000000,0.3880600000,309.4925400000,515.7921500000,0.5527300000,1286.7927900000,1.9533200000,0.0000000000,0.0000000000,1802.5849500000,0.5824300000,1481294508.0000000000,DE,8.2,Subillyrisches Hgel- und Terrassenland,399.0000000000
4310047.68808967,2677985.06410712,1034,32,32,564780,5229450,32TNT,Bludenz,95.9523800000,288.4232800000,40.1693100000,37.5242800000,0.3809500000,0.6190500000,429.5238100000,402.6725300000,0.4315100000,481.1001200000,0.7303000000,327.1637000000,1.8443500000,883.7726500000,0.2057600000,1283818331.0000000000,261E,4.1,Nrdliche Randalpen - Westteil,948.0000000000
4708018.57371014,2885819.23978458,1035,33,33,521130,5423100,33UWQ,Waidhofen an der Thaya,1410.5555600000,595.2222200000,319.0740700000,21.2271800000,0.3666700000,0.8000000000,347.9000000000,1029.7729200000,1.1035200000,794.3815500000,1.2058500000,156.7092300000,0.8834300000,1824.1544700000,0.5243300000,1486186982.0000000000,CB,9.2,Waldviertel,547.0000000000
4751314.18555949,2705169.78411044,1036,33,33,552390,5239980,33TWN,Weiz,956.6276800000,148.4892800000,67.6023400000,30.0452600000,0.3684200000,0.7368400000,407.2105300000,1481.2970200000,1.5873800000,850.3993800000,1.2908800000,171.6775900000,0.9678200000,2331.6964000000,0.5726000000,1084865933.0000000000,D9,5.3,Ost- und Mittelsteirisches Bergland,532.0000000000
4756943.90106316,2767687.91100092,1037,33,33,562110,5301960,33TWP,Wiener Neustadt,278.7329400000,197.3294300000,130.9941500000,18.2569500000,0.1403500000,0.6140400000,290.7894700000,969.9488000000,1.0394100000,716.7871300000,1.0880600000,70.0776000000,0.3950600000,1686.7359300000,0.5800500000,1034227766.0000000000,2603,5.1,Niedersterreichischer Alpenostrand (Thermenalpen),769.0000000000
4663476.16324651,2789159.04683058,1038,33,33,470310,5329710,33UVP,Amstetten,778.6231900000,658.2850200000,296.3768100000,25.2471500000,0.2826100000,0.5652200000,304.7826100000,1271.0974900000,1.3621300000,777.2717200000,1.1798800000,227.7370200000,1.2838500000,2048.3692100000,0.6720800000,1316483714.0000000000,2617,7.2,Nrdl. Alpenvorland - Ostteil,355.0000000000
4582780.80233375,2674767.71178959,1039,33,33,382380,5220960,33TUN,Tamsweg (Lungau),3022.7920200000,782.1082600000,71.1680900000,31.4749500000,0.4359000000,0.7948700000,299.7692300000,1638.8066000000,1.7561700000,423.4485300000,0.6427800000,115.3216600000,0.6501100000,2062.2551300000,0.6879500000,1023904897.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,2318.0000000000
4660924.71690307,2755727.32957976,1040,33,33,465570,5296530,33TVN,Steyr,906.5532900000,1253.5147400000,115.0793700000,27.2764000000,0.2857100000,0.5102000000,369.9183700000,933.6551400000,1.0005200000,892.6590600000,1.3550300000,154.1743600000,0.8691400000,1826.3141900000,0.4937100000,990816277.3999999762,2638,4.2,Nrdliche Randalpen - Ostteil,735.0000000000
4667722.11112617,2625858.22591231,1041,33,33,463890,5166480,33TVM,Vlkermarkt,186.1111100000,326.7433000000,84.0421500000,19.5569700000,0.2931000000,0.6551700000,341.6034500000,444.0042900000,0.4758000000,496.2285600000,0.7532600000,98.8789800000,0.5574200000,940.2328500000,0.2752400000,910109890.7000000477,25F0,6.2,Klagenfurter Becken,452.0000000000
4644703.59608312,2831497.93211209,1042,33,33,454380,5373210,33UVP,Freistadt,1097.5170100000,533.8888900000,137.8458000000,24.2947700000,0.5714300000,0.8367300000,382.8775500000,1634.4713400000,1.7515300000,788.2095800000,1.1964800000,321.0296500000,1.8097700000,2422.6809200000,0.6327600000,1010474133.0000000000,414,9.1,Mhlviertel,741.0000000000
4363434.23566911,2676800.28489836,1043,32,32,618120,5228940,32TPT,Landeck,225.6000000000,76.9238100000,195.2761900000,30.5662500000,0.3142900000,0.8000000000,359.9142900000,1006.3830400000,1.0784600000,386.4273200000,0.5865900000,60.9422700000,0.3435600000,1392.8103600000,0.3869800000,1595975669.0000000000,25DB,1.1,Innenalpen - kontinentale Kernzone,2319.0000000000
4749070.1908306,2860552.14321636,1044,33,33,560400,5395110,33UWP,Horn,205.2046800000,413.2456100000,20.7602300000,15.1049500000,0.1315800000,0.4473700000,249.6315800000,160.5098400000,0.1720100000,498.4530000000,0.7566400000,59.2375100000,0.3339500000,658.9628400000,0.2639700000,1803085095.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,365.0000000000
4775881.45262892,2642888.58603045,1045,33,33,572820,5176170,33TWM,Leibnitz,647.7235800000,1412.8997300000,62.4661200000,22.8048500000,0.0731700000,0.4146300000,310.3902400000,792.6997100000,0.8494700000,1028.4454900000,1.5611500000,102.6437200000,0.5786400000,1821.1452000000,0.5867300000,1027931716.0000000000,DE,8.2,Subillyrisches Hgel- und Terrassenland,235.0000000000
4549143.60846097,2650574.37581276,1046,33,33,347280,5199030,33TUM,Spittal an der Drau,719.4690300000,184.8230100000,23.3185800000,19.0200800000,0.4601800000,0.7610600000,365.6548700000,994.9850200000,1.0662400000,198.4705600000,0.3012700000,169.1868900000,0.9537700000,1193.4555800000,0.3263900000,2790113307.0000000000,25F7,1.2,Subkontinentale Innenalpen - Westteil,2250.0000000000
4817931.87260095,2857783.22655978,1047,33,33,628920,5387640,33UXP,Gnserndorf,33.3333300000,18.0409400000,8.7719300000,10.9231400000,0.0000000000,0.0526300000,174.6052600000,192.2425000000,0.2060100000,639.6554300000,0.9709800000,0.0000000000,0.0000000000,831.8979200000,0.4764400000,2575874612.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,187.0000000000
4492493.93371833,2689563.9226863,1048,33,33,293310,5241690,33TTN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,2138.0000000000
4840273.00375873,2764562.58389042,1049,33,33,645030,5293140,33TXN,Burgenland-Nord,64.1005300000,18.0599600000,57.5132300000,14.7239800000,0.0317500000,0.3174600000,202.5079400000,63.7829300000,0.0683500000,310.2195300000,0.4709000000,0.0000000000,0.0000000000,374.0024600000,0.1846900000,2507631760.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,119.0000000000
4577608.72980189,2722751.72866964,1050,33,33,380340,5269200,33TUN,Hallein (Tennengau),897.7777800000,528.2539700000,81.4285700000,46.0797100000,0.2857100000,0.5714300000,307.8857100000,977.1052700000,1.0470800000,1089.9472100000,1.6545100000,125.6197700000,0.7081700000,2067.0524800000,0.6713700000,670615266.7000000477,25E7,4.1,Nrdliche Randalpen - Westteil,850.0000000000
4762022.65895726,2806386.03685944,1051,33,33,569730,5340210,33UWP,Sankt Plten,845.9876500000,790.1697500000,188.8888900000,18.2007700000,0.1111100000,0.3611100000,350.1666700000,515.6664800000,0.5526000000,366.6367100000,0.5565400000,215.2247400000,1.2133100000,882.3032000000,0.2519700000,1240889232.0000000000,2638,4.2,Nrdliche Randalpen - Ostteil,395.0000000000
4569165.51549046,2661543.45676553,1052,33,33,367950,5208660,33TUN,Spittal an der Drau,719.4690300000,184.8230100000,23.3185800000,19.0200800000,0.4601800000,0.7610600000,365.6548700000,994.9850200000,1.0662400000,198.4705600000,0.3012700000,169.1868900000,0.9537700000,1193.4555800000,0.3263900000,2790113307.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,1945.0000000000
4694945.84205959,2746208.93026787,1053,33,33,498870,5284740,33TVN,Liezen,1005.3445900000,1425.5133600000,83.6849500000,36.4816400000,0.4177200000,0.6962000000,329.9367100000,848.0229000000,0.9087600000,848.6508900000,1.2882300000,356.8857300000,2.0119100000,1696.6737900000,0.5142400000,1403226660.0000000000,2638,4.2,Nrdliche Randalpen - Ostteil,970.0000000000
4519135.80858248,2714723.5558587,1054,33,33,321510,5265060,33TUN,Kitzbhel,454.3357000000,260.2978700000,142.6052000000,46.0558000000,0.4042600000,0.6595700000,377.2978700000,1030.0682500000,1.1038400000,820.4576400000,1.2454300000,223.3314300000,1.2590100000,1850.5258900000,0.4904700000,1159059706.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,1086.0000000000
4728662.06247378,2856751.8146431,1055,33,33,539790,5392710,33UWP,Horn,205.2046800000,413.2456100000,20.7602300000,15.1049500000,0.1315800000,0.4473700000,249.6315800000,160.5098400000,0.1720100000,498.4530000000,0.7566400000,59.2375100000,0.3339500000,658.9628400000,0.2639700000,1803085095.0000000000,CB,9.2,Waldviertel,426.0000000000
4658931.94529171,2706282.17240785,1056,33,33,460350,5247330,33TVN,Judenburg,1346.2335200000,294.3352200000,251.9774000000,35.0884400000,0.5762700000,0.7966100000,352.2372900000,1509.8614800000,1.6179900000,449.7064600000,0.6826400000,317.6603900000,1.7907800000,1959.5679500000,0.5563200000,1107262383.0000000000,DC,3.2,stliche Zwischenalpen - Sdteil,1254.0000000000
4673791.71453587,2706350.95195309,1057,33,33,475170,5246400,33TVN,Knittelfeld,1609.7863200000,354.7435900000,211.7521400000,35.2211300000,0.5769200000,0.7307700000,326.7307700000,1503.4793800000,1.6111600000,470.4054500000,0.7140600000,290.3115200000,1.6366000000,1973.8848300000,0.6041300000,578547552.2000000477,260F,3.1,stliche Zwischenalpen - Nordteil,1927.0000000000
4802936.77107243,2743465.89370619,1058,33,33,606390,5274660,33TXN,Burgenland-Nord,64.1005300000,18.0599600000,57.5132300000,14.7239800000,0.0317500000,0.3174600000,202.5079400000,63.7829300000,0.0683500000,310.2195300000,0.4709000000,0.0000000000,0.0000000000,374.0024600000,0.1846900000,2507631760.0000000000,260D,5.2,Bucklige Welt,407.0000000000
4718597.61873532,2790821.3849857,1059,33,33,525390,5327640,33UWP,Melk,1814.2857100000,1008.3650800000,313.6507900000,20.8706200000,0.4000000000,0.6000000000,344.6857100000,1905.7787600000,2.0422700000,720.5931400000,1.0938400000,337.8550500000,1.9046300000,2626.3719000000,0.7619600000,994762733.2000000477,2617,7.2,Nrdl. Alpenvorland - Ostteil,331.0000000000
4351684.36763676,2676256.86560709,1060,32,32,606390,5228250,32TPT,Reutte,315.7006200000,137.5925900000,22.4506200000,41.9731400000,0.4444400000,0.7777800000,278.6388900000,903.4722700000,0.9681800000,404.7986500000,0.6144700000,245.7356700000,1.3853100000,1308.2709200000,0.4695200000,1229779215.0000000000,25F3,2.1,Nrdliche Zwischenalpen - Westteil,1963.0000000000
4612245.33273088,2706547.73330277,1061,33,33,413820,5250720,33TVN,Stainach,1567.3533100000,1095.9176000000,90.1997500000,39.6276700000,0.4044900000,0.7191000000,330.5955100000,1011.8512300000,1.0843200000,791.8538800000,1.2020100000,243.9294500000,1.3751300000,1803.7051100000,0.5455900000,1929640355.0000000000,25E8,2.2,Nrdliche Zwischenalpen - Ostteil,1150.0000000000
4645197.56996113,2734522.04043827,1062,33,33,448500,5276430,33TVN,Kirchdorf an der Krems,1407.3504300000,1361.7094000000,103.9316200000,36.7130100000,0.2000000000,0.4923100000,363.5846200000,608.2953000000,0.6518600000,872.3689800000,1.3242300000,236.6932300000,1.3343400000,1480.6642800000,0.4072400000,1207869795.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,1243.0000000000
4701241.50576003,2665720.92553354,1063,33,33,499890,5204010,33TVN,Voitsberg,4475.9803900000,309.8039200000,117.9738600000,31.8428000000,0.5000000000,0.7058800000,370.7352900000,1545.9454000000,1.6566600000,627.6714000000,0.9527900000,265.4872400000,1.4966600000,2173.6168000000,0.5863000000,675814962.2999999523,25EE,5.4,Weststeirisches Bergland,911.0000000000
4488778.12875015,2724527.48701799,1064,33,33,291870,5276850,33TTN,Kufstein,550.0582000000,752.3809500000,255.2354500000,41.1472600000,0.2619000000,0.6428600000,302.4047600000,763.2837000000,0.8179500000,794.7282900000,1.2063800000,220.4518400000,1.2427800000,1558.0119900000,0.5152100000,1000242764.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,752.0000000000
4696009.74954405,2866079.19601624,1065,33,33,507840,5404230,33UWQ,Waidhofen an der Thaya,1410.5555600000,595.2222200000,319.0740700000,21.2271800000,0.3666700000,0.8000000000,347.9000000000,1029.7729200000,1.1035200000,794.3815500000,1.2058500000,156.7092300000,0.8834300000,1824.1544700000,0.5243300000,1486186982.0000000000,CB,9.2,Waldviertel,556.0000000000
4672127.88110158,2709245.43265583,1066,33,33,473700,5249400,33TVN,Leoben,1282.0031300000,1242.5273900000,575.2738700000,33.6457200000,0.5070400000,0.7887300000,327.0422500000,1303.5401100000,1.3969000000,669.0838900000,1.0156500000,304.9474500000,1.7191100000,1972.6239900000,0.6031700000,1108577098.0000000000,260F,3.1,stliche Zwischenalpen - Nordteil,1311.0000000000
4656906.38335491,2675090.66684002,1067,33,33,456300,5216340,33TVN,Murau,1120.8708700000,477.8528500000,97.5225200000,30.2737100000,0.4459500000,0.7432400000,302.6621600000,830.4035000000,0.8898800000,165.7421800000,0.2515900000,188.3499900000,1.0618000000,996.1456800000,0.3291300000,1343706145.0000000000,DC,3.2,stliche Zwischenalpen - Sdteil,1148.0000000000
4462632.72229007,2721961.37444548,1068,32,32,716670,5275320,32TQT,Kufstein,550.0582000000,752.3809500000,255.2354500000,41.1472600000,0.2619000000,0.6428600000,302.4047600000,763.2837000000,0.8179500000,794.7282900000,1.2063800000,220.4518400000,1.2427800000,1558.0119900000,0.5152100000,1000242764.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,1246.0000000000
4333476.95398767,2694509.35345675,1069,32,32,587970,5246280,32TNT,Bregenz,138.7325100000,285.5390900000,97.2921800000,42.3237400000,0.2592600000,0.6666700000,459.0740700000,124.5373400000,0.1334600000,859.9939000000,1.3054500000,263.1456800000,1.4834600000,984.5312400000,0.2144600000,853656092.7999999523,261E,4.1,Nrdliche Randalpen - Westteil,1229.0000000000
4538162.35023496,2687226.14115316,1070,33,33,338700,5236350,33TUN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,1465.0000000000
4790071.83257753,2736057.11441116,1071,33,33,593070,5268150,33TWN,Wiener Neustadt,278.7329400000,197.3294300000,130.9941500000,18.2569500000,0.1403500000,0.6140400000,290.7894700000,969.9488000000,1.0394100000,716.7871300000,1.0880600000,70.0776000000,0.3950600000,1686.7359300000,0.5800500000,1034227766.0000000000,260D,5.2,Bucklige Welt,573.0000000000
4542195.01997636,2793070.96785761,1072,33,33,349620,5341740,33UUP,Braunau am Inn,822.6495700000,1997.0997200000,217.0940200000,27.3858200000,0.3076900000,0.6923100000,426.1025600000,1337.7636700000,1.4335700000,1245.9309000000,1.8912900000,141.1184300000,0.7955400000,2583.6945700000,0.6063600000,1033913877.0000000000,9F,7.1,Nrdl. Alpenvorland - Westteil,357.0000000000
4322562.23620721,2663100.29093032,1073,32,32,577470,5214720,32TNT,Bludenz,95.9523800000,288.4232800000,40.1693100000,37.5242800000,0.3809500000,0.6190500000,429.5238100000,402.6725300000,0.4315100000,481.1001200000,0.7303000000,327.1637000000,1.8443500000,883.7726500000,0.2057600000,1283818331.0000000000,25F3,2.1,Nrdliche Zwischenalpen - Westteil,1196.0000000000
4372363.93177492,2668114.34233659,1074,32,32,627150,5220360,32TPT,Landeck,225.6000000000,76.9238100000,195.2761900000,30.5662500000,0.3142900000,0.8000000000,359.9142900000,1006.3830400000,1.0784600000,386.4273200000,0.5865900000,60.9422700000,0.3435600000,1392.8103600000,0.3869800000,1595975669.0000000000,25DB,1.1,Innenalpen - kontinentale Kernzone,1484.0000000000
4516297.16650196,2680164.92151899,1075,33,33,316440,5230740,33TUN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,1845.0000000000
4831699.93721349,2796819.08415297,1076,33,33,638610,5325900,33UXP,Wien-Umgebung,173.6111100000,60.5808100000,10.4772700000,10.5390000000,0.0000000000,0.1136400000,275.6590900000,1044.6135300000,1.1194300000,532.4327900000,0.8082200000,65.6942200000,0.3703400000,1577.0463200000,0.5721000000,1197942730.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,145.0000000000
4580334.68227847,2816396.7076098,1077,33,33,389190,5362470,33UUP,Schrding,380.5555600000,1029.2698400000,181.7460300000,23.7708300000,0.3571400000,0.6428600000,356.8571400000,1089.6987600000,1.1677400000,1230.3410600000,1.8676200000,415.9977100000,2.3451500000,2320.0398200000,0.6501300000,625651824.5000000000,9F,7.1,Nrdl. Alpenvorland - Westteil,360.0000000000
4639163.53516447,2655023.99932983,1078,33,33,437310,5197500,33TVM,Sankt Veit an der Glan,1282.2110000000,386.0044900000,51.8518500000,27.0537600000,0.4747500000,0.7575800000,307.9191900000,1240.2996000000,1.3291300000,454.9348200000,0.6905800000,201.0052400000,1.1331500000,1695.2344200000,0.5505500000,1522680350.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,1347.0000000000
4709987.43532996,2656661.43912489,1079,33,33,508020,5194380,33TWM,Deutschlandsberg,450.1157400000,298.9814800000,367.4768500000,28.4744100000,0.3958300000,0.7291700000,394.3958300000,1215.2310900000,1.3022600000,688.6189500000,1.0453000000,248.8697900000,1.4029800000,1903.8500400000,0.4827300000,883818082.6000000238,25EE,5.4,Weststeirisches Bergland,979.0000000000
