X,Y,id,zone,utm_zone,easting,northing,mgrs,dstrcts,dw,db,ds,drought,p_pr_sp,p_cnfrs,grwng_s,prdsp_w,rl_prdsp_w,prdsp_b,rl_prdsp_b,prdsp_s,rl_prdsp_s,prdsp__,prdsp_p,Fläch,MAPKEY,Wuchsge1,Wuchsnam,SRTMkomple
4560150.24096355,2626003.65924589,1978,33,33,356670,5173770,33TUM,Spittal an der Drau,719.4690300000,184.8230100000,23.3185800000,19.0200800000,0.4601800000,0.7610600000,365.6548700000,994.9850200000,1.0662400000,198.4705600000,0.3012700000,169.1868900000,0.9537700000,1193.4555800000,0.3263900000,2790113307.0000000000,BC,3.3,Sdliche Zwischenalpen,1062.0000000000
4698578.76735752,2771446.11553917,1979,33,33,504150,5309670,33TWP,Scheibbs,959.3806900000,484.1074700000,282.6958100000,28.8699000000,0.3770500000,0.6229500000,331.1639300000,979.3795800000,1.0495200000,704.3423800000,1.0691700000,288.4666700000,1.6262000000,1683.7219600000,0.5084300000,1028731105.0000000000,2638,4.2,Nrdliche Randalpen - Ostteil,682.0000000000
4770246.29558382,2731091.48907486,1980,33,33,572970,5264550,33TWN,Neunkirchen,362.8086400000,223.7037000000,40.6944400000,23.0276900000,0.2638900000,0.7083300000,327.7777800000,580.1441500000,0.6216900000,543.2190600000,0.8245900000,157.6588000000,0.8887900000,1123.3632100000,0.3427200000,1143122083.0000000000,260D,5.2,Bucklige Welt,1183.0000000000
4671266.7259335,2853689.39917328,1981,33,33,482340,5393550,33UVP,Waidhofen an der Thaya,1410.5555600000,595.2222200000,319.0740700000,21.2271800000,0.3666700000,0.8000000000,347.9000000000,1029.7729200000,1.1035200000,794.3815500000,1.2058500000,156.7092300000,0.8834300000,1824.1544700000,0.5243300000,1486186982.0000000000,CB,9.2,Waldviertel,851.0000000000
4374699.08782811,2655642.52175907,1982,32,32,629640,5207910,32TPT,Landeck,225.6000000000,76.9238100000,195.2761900000,30.5662500000,0.3142900000,0.8000000000,359.9142900000,1006.3830400000,1.0784600000,386.4273200000,0.5865900000,60.9422700000,0.3435600000,1392.8103600000,0.3869800000,1595975669.0000000000,25DB,1.1,Innenalpen - kontinentale Kernzone,2443.0000000000
4736980.82897663,2645111.40191622,1983,33,33,534180,5181030,33TWM,Leibnitz,647.7235800000,1412.8997300000,62.4661200000,22.8048500000,0.0731700000,0.4146300000,310.3902400000,792.6997100000,0.8494700000,1028.4454900000,1.5611500000,102.6437200000,0.5786400000,1821.1452000000,0.5867300000,1027931716.0000000000,DE,8.2,Subillyrisches Hgel- und Terrassenland,441.0000000000
4613371.79640995,2850373.90357244,1984,33,33,424380,5394150,33UVP,Rohrbach,883.8383800000,1046.4410800000,1635.7912500000,24.1785000000,0.4242400000,0.6666700000,410.1818200000,1171.3232900000,1.2552100000,602.1508300000,0.9140500000,375.8091600000,2.1185900000,1773.4741100000,0.4323600000,829566873.7999999523,414,9.1,Mhlviertel,1020.0000000000
4712091.6999808,2848131.86249956,1985,33,33,522690,5385240,33UWP,Zwettl,1971.4285700000,964.6737200000,418.1657800000,22.8978500000,0.5238100000,0.7777800000,325.9206300000,1401.4910600000,1.5018600000,554.7395900000,0.8420800000,211.7533800000,1.1937400000,1956.2306500000,0.6002200000,1390873916.0000000000,CB,9.2,Waldviertel,523.0000000000
4655135.47452097,2805677.18792794,1986,33,33,463080,5346750,33UVP,Perg,800.2645500000,595.1322800000,213.4920600000,21.6487800000,0.3333300000,0.6190500000,324.4761900000,1258.6401800000,1.3487800000,808.2859400000,1.2269600000,269.1095200000,1.5170800000,2066.9261100000,0.6370000000,616195212.0000000000,414,9.1,Mhlviertel,344.0000000000
4496086.37427645,2714373.99647729,1987,33,33,298500,5266230,33TTN,Kitzbhel,454.3357000000,260.2978700000,142.6052000000,46.0558000000,0.4042600000,0.6595700000,377.2978700000,1030.0682500000,1.1038400000,820.4576400000,1.2454300000,223.3314300000,1.2590100000,1850.5258900000,0.4904700000,1159059706.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,807.0000000000
4640282.60433571,2798719.8039465,1988,33,33,447810,5340810,33UVP,Linz,1592.0833300000,770.8333300000,426.6666700000,19.5020800000,0.2500000000,0.5000000000,431.2500000000,1174.0883000000,1.2581700000,808.8167300000,1.2277600000,290.0210500000,1.6349700000,1982.9050300000,0.4598000000,558159527.6000000238,2617,7.2,Nrdl. Alpenvorland - Ostteil,269.0000000000
4539198.77540092,2711994.7310194,1989,33,33,341340,5261010,33TUN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,2145.0000000000
4791230.4106199,2833445.20906873,1990,33,33,600660,5365200,33UXP,Korneuburg,198.6111100000,73.6631900000,17.7083300000,13.8094000000,0.0000000000,0.0312500000,187.3125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1273510721.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,217.0000000000
4615426.1728784,2748517.30329987,1991,33,33,419730,5292390,33TVN,Gmunden,2488.8888900000,2034.1904800000,125.3968300000,43.6910000000,0.2571400000,0.5142900000,289.5285700000,1291.7461700000,1.3842600000,1258.3180600000,1.9100900000,238.6322400000,1.3452700000,2550.0642300000,0.8807600000,1415178878.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,780.0000000000
4836863.48321485,2776088.47669617,1992,33,33,642390,5304870,33TXP,Burgenland-Nord,64.1005300000,18.0599600000,57.5132300000,14.7239800000,0.0317500000,0.3174600000,202.5079400000,63.7829300000,0.0683500000,310.2195300000,0.4709000000,0.0000000000,0.0000000000,374.0024600000,0.1846900000,2507631760.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,120.0000000000
4588824.95404447,2824483.75055753,1993,33,33,398190,5369970,33UUP,Schrding,380.5555600000,1029.2698400000,181.7460300000,23.7708300000,0.3571400000,0.6428600000,356.8571400000,1089.6987600000,1.1677400000,1230.3410600000,1.8676200000,415.9977100000,2.3451500000,2320.0398200000,0.6501300000,625651824.5000000000,414,9.1,Mhlviertel,576.0000000000
4802982.46402826,2812712.40176774,1994,33,33,611010,5343720,33UXP,Wien,237.7301600000,32.2698400000,7.7777800000,10.7935100000,0.0000000000,0.0000000000,440.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,209.2634200000,1.1797000000,0.0000000000,0.0000000000,444473792.6999999881,CE,8.1,Pannonisches Tief- und Hgelland,157.0000000000
4628823.60129025,2835086.70278341,1995,33,33,438780,5377860,33UVP,Rohrbach,883.8383800000,1046.4410800000,1635.7912500000,24.1785000000,0.4242400000,0.6666700000,410.1818200000,1171.3232900000,1.2552100000,602.1508300000,0.9140500000,375.8091600000,2.1185900000,1773.4741100000,0.4323600000,829566873.7999999523,414,9.1,Mhlviertel,668.0000000000
4550806.61726644,2688032.7184256,1996,33,33,351360,5236320,33TUN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25E8,2.2,Nrdliche Zwischenalpen - Ostteil,1472.0000000000
4707793.03993933,2872055.58033992,1997,33,33,519990,5409390,33UWQ,Waidhofen an der Thaya,1410.5555600000,595.2222200000,319.0740700000,21.2271800000,0.3666700000,0.8000000000,347.9000000000,1029.7729200000,1.1035200000,794.3815500000,1.2058500000,156.7092300000,0.8834300000,1824.1544700000,0.5243300000,1486186982.0000000000,CB,9.2,Waldviertel,500.0000000000
4566645.55522701,2768430.99328391,1998,33,33,372390,5315520,33TUP,Salzburg (Flachgau),1675.9574500000,1266.4420800000,64.2316800000,41.3878900000,0.1276600000,0.4042600000,403.4255300000,665.4824200000,0.7131400000,888.7401300000,1.3490800000,236.5948700000,1.3337800000,1554.2225500000,0.3852600000,1110940165.0000000000,9F,7.1,Nrdl. Alpenvorland - Westteil,558.0000000000
4591000.42106731,2765880.93087904,1999,33,33,396510,5311350,33TUP,Vcklabruck,1948.9458700000,1208.8319100000,115.8689500000,33.4518000000,0.3846200000,0.6410300000,441.4871800000,1732.4824800000,1.8565600000,1305.5641900000,1.9818100000,263.8549500000,1.4874600000,3038.0466700000,0.6881400000,1056158472.0000000000,9F,7.1,Nrdl. Alpenvorland - Westteil,491.0000000000
4486695.77393016,2677378.32211743,2000,33,33,286740,5229900,33TTN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,1982.0000000000
4788670.79539196,2839827.92525207,2001,33,33,598530,5371740,33UWP,Korneuburg,198.6111100000,73.6631900000,17.7083300000,13.8094000000,0.0000000000,0.0312500000,187.3125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1273510721.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,284.0000000000
4809419.21960416,2682469.75934492,2002,33,33,608850,5213370,33TXN,Burgenland-Sd,195.8192400000,1426.9270300000,48.5323400000,20.7885000000,0.0597000000,0.3880600000,309.4925400000,515.7921500000,0.5527300000,1286.7927900000,1.9533200000,0.0000000000,0.0000000000,1802.5849500000,0.5824300000,1481294508.0000000000,DE,8.2,Subillyrisches Hgel- und Terrassenland,243.0000000000
4647146.17162723,2637764.53936346,2003,33,33,444150,5179740,33TVM,Sankt Veit an der Glan,1282.2110000000,386.0044900000,51.8518500000,27.0537600000,0.4747500000,0.7575800000,307.9191900000,1240.2996000000,1.3291300000,454.9348200000,0.6905800000,201.0052400000,1.1331500000,1695.2344200000,0.5505500000,1522680350.0000000000,DC,3.2,stliche Zwischenalpen - Sdteil,846.0000000000
4514913.1819032,2699632.09668315,2004,33,33,316320,5250270,33TUN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25E8,2.2,Nrdliche Zwischenalpen - Ostteil,1249.0000000000
4711530.58643094,2838467.59181579,2005,33,33,521490,5375640,33UWP,Zwettl,1971.4285700000,964.6737200000,418.1657800000,22.8978500000,0.5238100000,0.7777800000,325.9206300000,1401.4910600000,1.5018600000,554.7395900000,0.8420800000,211.7533800000,1.1937400000,1956.2306500000,0.6002200000,1390873916.0000000000,CB,9.2,Waldviertel,734.0000000000
4694321.60773523,2846682.23740893,2006,33,33,504870,5385000,33UWP,Zwettl,1971.4285700000,964.6737200000,418.1657800000,22.8978500000,0.5238100000,0.7777800000,325.9206300000,1401.4910600000,1.5018600000,554.7395900000,0.8420800000,211.7533800000,1.1937400000,1956.2306500000,0.6002200000,1390873916.0000000000,CB,9.2,Waldviertel,571.0000000000
4488846.48498737,2702661.81515706,2007,33,33,290520,5255010,33TTN,Kitzbhel,454.3357000000,260.2978700000,142.6052000000,46.0558000000,0.4042600000,0.6595700000,377.2978700000,1030.0682500000,1.1038400000,820.4576400000,1.2454300000,223.3314300000,1.2590100000,1850.5258900000,0.4904700000,1159059706.0000000000,25F3,2.1,Nrdliche Zwischenalpen - Westteil,1077.0000000000
4831866.30451915,2773458.056132,2008,33,33,637230,5302590,33TXP,Burgenland-Nord,64.1005300000,18.0599600000,57.5132300000,14.7239800000,0.0317500000,0.3174600000,202.5079400000,63.7829300000,0.0683500000,310.2195300000,0.4709000000,0.0000000000,0.0000000000,374.0024600000,0.1846900000,2507631760.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,116.0000000000
4514942.10443691,2633183.94599962,2009,33,33,312060,5183910,33TUM,Lienz (Osttirol),275.5515900000,43.2301600000,66.3472200000,20.9150000000,0.3928600000,0.8392900000,356.0714300000,784.5178100000,0.8407000000,0.0000000000,0.0000000000,253.9312300000,1.4315100000,784.5178100000,0.2203300000,2028926895.0000000000,BC,3.3,Sdliche Zwischenalpen,1680.0000000000
4714371.92630611,2671088.60787216,2010,33,33,513330,5208480,33TWN,Voitsberg,4475.9803900000,309.8039200000,117.9738600000,31.8428000000,0.5000000000,0.7058800000,370.7352900000,1545.9454000000,1.6566600000,627.6714000000,0.9527900000,265.4872400000,1.4966600000,2173.6168000000,0.5863000000,675814962.2999999523,25EE,5.4,Weststeirisches Bergland,422.0000000000
4699368.73675959,2794567.79456607,2011,33,33,506460,5332680,33UWP,Melk,1814.2857100000,1008.3650800000,313.6507900000,20.8706200000,0.4000000000,0.6000000000,344.6857100000,1905.7787600000,2.0422700000,720.5931400000,1.0938400000,337.8550500000,1.9046300000,2626.3719000000,0.7619600000,994762733.2000000477,2617,7.2,Nrdl. Alpenvorland - Ostteil,255.0000000000
4603337.59583569,2654316.44748978,2012,33,33,401550,5199180,33TVM,Spittal an der Drau,719.4690300000,184.8230100000,23.3185800000,19.0200800000,0.4601800000,0.7610600000,365.6548700000,994.9850200000,1.0662400000,198.4705600000,0.3012700000,169.1868900000,0.9537700000,1193.4555800000,0.3263900000,2790113307.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,2239.0000000000
4772060.96764122,2733681.65849963,2013,33,33,574950,5267010,33TWN,Neunkirchen,362.8086400000,223.7037000000,40.6944400000,23.0276900000,0.2638900000,0.7083300000,327.7777800000,580.1441500000,0.6216900000,543.2190600000,0.8245900000,157.6588000000,0.8887900000,1123.3632100000,0.3427200000,1143122083.0000000000,260D,5.2,Bucklige Welt,1191.0000000000
4593371.23270792,2616272.36965276,2014,33,33,389160,5161860,33TUM,Hermagor,478.1045800000,261.7320300000,415.4575200000,13.0442800000,0.3235300000,0.6470600000,394.4117600000,462.7655400000,0.4959100000,0.0000000000,0.0000000000,165.8746300000,0.9351000000,462.7655400000,0.1173300000,819499515.6000000238,25F9,6.1,Sdliche Randgebirge,617.0000000000
4514460.12213649,2680194.14941948,2015,33,33,314610,5230890,33TUN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,2144.0000000000
4732792.50284957,2766733.11685325,2016,33,33,537960,5302650,33TWP,Lilienfeld,686.0317500000,862.2063500000,260.5555600000,23.2420800000,0.2428600000,0.5857100000,294.8857100000,0.0000000000,0.0000000000,349.4747000000,0.5304900000,281.3260400000,1.5859500000,349.4747000000,0.1185100000,927828330.6000000238,2638,4.2,Nrdliche Randalpen - Ostteil,756.0000000000
4748604.6850953,2708864.46929356,2017,33,33,549930,5243850,33TWN,Weiz,956.6276800000,148.4892800000,67.6023400000,30.0452600000,0.3684200000,0.7368400000,407.2105300000,1481.2970200000,1.5873800000,850.3993800000,1.2908800000,171.6775900000,0.9678200000,2331.6964000000,0.5726000000,1084865933.0000000000,D9,5.3,Ost- und Mittelsteirisches Bergland,833.0000000000
4710595.71315491,2674080.13424702,2018,33,33,509760,5211720,33TWN,Voitsberg,4475.9803900000,309.8039200000,117.9738600000,31.8428000000,0.5000000000,0.7058800000,370.7352900000,1545.9454000000,1.6566600000,627.6714000000,0.9527900000,265.4872400000,1.4966600000,2173.6168000000,0.5863000000,675814962.2999999523,D9,5.3,Ost- und Mittelsteirisches Bergland,411.0000000000
4387829.46969881,2677580.10032781,2019,32,32,642480,5230020,32TPT,Imst,232.0740700000,64.2074100000,77.8777800000,33.4963800000,0.2333300000,0.8000000000,321.7000000000,263.7066600000,0.2825900000,326.0120100000,0.4948800000,0.0000000000,0.0000000000,589.7186700000,0.1833100000,1700764660.0000000000,25DB,1.1,Innenalpen - kontinentale Kernzone,889.0000000000
4617255.26538254,2833073.19898729,2020,33,33,427110,5376630,33UVP,Rohrbach,883.8383800000,1046.4410800000,1635.7912500000,24.1785000000,0.4242400000,0.6666700000,410.1818200000,1171.3232900000,1.2552100000,602.1508300000,0.9140500000,375.8091600000,2.1185900000,1773.4741100000,0.4323600000,829566873.7999999523,414,9.1,Mhlviertel,558.0000000000
4621710.77247529,2796596.26360916,2021,33,33,429150,5339940,33UVP,Wels,3930.4444400000,2607.7555600000,206.6666700000,21.1163200000,0.4000000000,0.8000000000,409.6000000000,1419.6215700000,1.5212900000,1369.2151500000,2.0784300000,171.0178300000,0.9641000000,2788.8367200000,0.6808700000,760913406.8999999762,2617,7.2,Nrdl. Alpenvorland - Ostteil,339.0000000000
4637961.27605367,2723272.19015123,2022,33,33,440550,5265690,33TVN,Liezen,1005.3445900000,1425.5133600000,83.6849500000,36.4816400000,0.4177200000,0.6962000000,329.9367100000,848.0229000000,0.9087600000,848.6508900000,1.2882300000,356.8857300000,2.0119100000,1696.6737900000,0.5142400000,1403226660.0000000000,25E8,2.2,Nrdliche Zwischenalpen - Ostteil,706.0000000000
4361638.72767407,2689117.06955504,2023,32,32,616170,5241240,32TPT,Reutte,315.7006200000,137.5925900000,22.4506200000,41.9731400000,0.4444400000,0.7777800000,278.6388900000,903.4722700000,0.9681800000,404.7986500000,0.6144700000,245.7356700000,1.3853100000,1308.2709200000,0.4695200000,1229779215.0000000000,25F3,2.1,Nrdliche Zwischenalpen - Westteil,1378.0000000000
4312984.933907,2672819.09884431,2024,32,32,567780,5224320,32TNT,Bludenz,95.9523800000,288.4232800000,40.1693100000,37.5242800000,0.3809500000,0.6190500000,429.5238100000,402.6725300000,0.4315100000,481.1001200000,0.7303000000,327.1637000000,1.8443500000,883.7726500000,0.2057600000,1283818331.0000000000,261E,4.1,Nrdliche Randalpen - Westteil,1651.0000000000
4616023.37749594,2846222.22613445,2025,33,33,426750,5389830,33UVP,Rohrbach,883.8383800000,1046.4410800000,1635.7912500000,24.1785000000,0.4242400000,0.6666700000,410.1818200000,1171.3232900000,1.2552100000,602.1508300000,0.9140500000,375.8091600000,2.1185900000,1773.4741100000,0.4323600000,829566873.7999999523,414,9.1,Mhlviertel,883.0000000000
4773268.88127988,2692894.76477656,2026,33,33,573480,5226240,33TWN,Hartberg,405.5178900000,265.6346500000,33.6534800000,26.0682800000,0.1864400000,0.6779700000,378.1355900000,1130.9273800000,1.2119200000,947.1722600000,1.4377800000,0.0000000000,0.0000000000,2078.0996300000,0.5495600000,1190861079.0000000000,DE,8.2,Subillyrisches Hgel- und Terrassenland,306.0000000000
4811523.63437796,2775968.62883393,2027,33,33,617100,5306490,33TXP,Wien-Umgebung,173.6111100000,60.5808100000,10.4772700000,10.5390000000,0.0000000000,0.1136400000,275.6590900000,1044.6135300000,1.1194300000,532.4327900000,0.8082200000,65.6942200000,0.3703400000,1577.0463200000,0.5721000000,1197942730.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,275.0000000000
4673545.49384056,2628413.24749094,2028,33,33,469860,5168640,33TVM,Vlkermarkt,186.1111100000,326.7433000000,84.0421500000,19.5569700000,0.2931000000,0.6551700000,341.6034500000,444.0042900000,0.4758000000,496.2285600000,0.7532600000,98.8789800000,0.5574200000,940.2328500000,0.2752400000,910109890.7000000477,25F0,6.2,Klagenfurter Becken,541.0000000000
4449197.59486225,2708537.90216132,2029,32,32,703410,5261730,32TQT,Schwaz,396.6469100000,648.2246900000,155.9679000000,41.8588600000,0.4222200000,0.7333300000,324.5111100000,1191.7285500000,1.2770800000,881.7042600000,1.3384000000,145.2829900000,0.8190200000,2073.4328100000,0.6389400000,1846710952.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,1064.0000000000
4510958.30880751,2640371.85966802,2030,33,33,308550,5191350,33TUM,Lienz (Osttirol),275.5515900000,43.2301600000,66.3472200000,20.9150000000,0.3928600000,0.8392900000,356.0714300000,784.5178100000,0.8407000000,0.0000000000,0.0000000000,253.9312300000,1.4315100000,784.5178100000,0.2203300000,2028926895.0000000000,25F7,1.2,Subkontinentale Innenalpen - Westteil,2170.0000000000
4660730.99605782,2638975.18914103,2031,33,33,457770,5180040,33TVM,Sankt Veit an der Glan,1282.2110000000,386.0044900000,51.8518500000,27.0537600000,0.4747500000,0.7575800000,307.9191900000,1240.2996000000,1.3291300000,454.9348200000,0.6905800000,201.0052400000,1.1331500000,1695.2344200000,0.5505500000,1522680350.0000000000,25F0,6.2,Klagenfurter Becken,621.0000000000
4560553.80267502,2709775.22340859,2032,33,33,362490,5257380,33TUN,Sankt Johann im Pongau,773.2510300000,888.0123500000,273.4567900000,40.0220700000,0.4444400000,0.7037000000,363.3333300000,1371.2776700000,1.4694900000,872.4535200000,1.3243600000,216.8458500000,1.2224500000,2243.7311900000,0.6175400000,1736163783.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,751.0000000000
4449523.66304365,2703407.55359475,2033,32,32,703800,5256600,32TQT,Schwaz,396.6469100000,648.2246900000,155.9679000000,41.8588600000,0.4222200000,0.7333300000,324.5111100000,1191.7285500000,1.2770800000,881.7042600000,1.3384000000,145.2829900000,0.8190200000,2073.4328100000,0.6389400000,1846710952.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,1234.0000000000
4582494.94891511,2649956.60542652,2034,33,33,380490,5196210,33TUM,Spittal an der Drau,719.4690300000,184.8230100000,23.3185800000,19.0200800000,0.4601800000,0.7610600000,365.6548700000,994.9850200000,1.0662400000,198.4705600000,0.3012700000,169.1868900000,0.9537700000,1193.4555800000,0.3263900000,2790113307.0000000000,25EB,1.3,Subkontinentale Innenalpen - Ostteil,1907.0000000000
4733193.23790911,2657962.73835736,2035,33,33,531240,5194110,33TWM,Graz,2585.9319000000,1137.9659500000,58.5125400000,32.9642500000,0.3064500000,0.6290300000,375.0967700000,1307.8870200000,1.4015500000,1006.2941700000,1.5275300000,108.6463900000,0.6124800000,2314.1811900000,0.6169600000,1214528666.0000000000,DE,8.2,Subillyrisches Hgel- und Terrassenland,307.0000000000
4737520.19140847,2859221.56045039,2036,33,33,548790,5394570,33UWP,Horn,205.2046800000,413.2456100000,20.7602300000,15.1049500000,0.1315800000,0.4473700000,249.6315800000,160.5098400000,0.1720100000,498.4530000000,0.7566400000,59.2375100000,0.3339500000,658.9628400000,0.2639700000,1803085095.0000000000,CB,9.2,Waldviertel,488.0000000000
4550116.83512209,2689850.0948602,2037,33,33,350790,5238180,33TUN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25E8,2.2,Nrdliche Zwischenalpen - Ostteil,1449.0000000000
4567243.75641076,2716531.3003933,2038,33,33,369600,5263680,33TUN,Sankt Johann im Pongau,773.2510300000,888.0123500000,273.4567900000,40.0220700000,0.4444400000,0.7037000000,363.3333300000,1371.2776700000,1.4694900000,872.4535200000,1.3243600000,216.8458500000,1.2224500000,2243.7311900000,0.6175400000,1736163783.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,2148.0000000000
4326052.2087458,2701021.93535139,2039,32,32,580470,5252700,32TNT,Bregenz,138.7325100000,285.5390900000,97.2921800000,42.3237400000,0.2592600000,0.6666700000,459.0740700000,124.5373400000,0.1334600000,859.9939000000,1.3054500000,263.1456800000,1.4834600000,984.5312400000,0.2144600000,853656092.7999999523,261E,4.1,Nrdliche Randalpen - Westteil,1169.0000000000
4568111.70204139,2797839.19383024,2040,33,33,375780,5344770,33UUP,Ried im Innkreis,1023.8888900000,1542.3611100000,111.1111100000,25.8729200000,0.5000000000,0.7500000000,476.0000000000,1439.6473300000,1.5427500000,1332.7011900000,2.0230000000,236.1321300000,1.3311700000,2772.3485200000,0.5824300000,607330633.0000000000,9F,7.1,Nrdl. Alpenvorland - Westteil,436.0000000000
4385042.93032365,2630332.78449445,2041,32,32,640290,5182710,32TPS,Imst,232.0740700000,64.2074100000,77.8777800000,33.4963800000,0.2333300000,0.8000000000,321.7000000000,263.7066600000,0.2825900000,326.0120100000,0.4948800000,0.0000000000,0.0000000000,589.7186700000,0.1833100000,1700764660.0000000000,25DB,1.1,Innenalpen - kontinentale Kernzone,3236.0000000000
4649180.44672045,2698952.36912275,2042,33,33,450150,5240670,33TVN,Judenburg,1346.2335200000,294.3352200000,251.9774000000,35.0884400000,0.5762700000,0.7966100000,352.2372900000,1509.8614800000,1.6179900000,449.7064600000,0.6826400000,317.6603900000,1.7907800000,1959.5679500000,0.5563200000,1107262383.0000000000,DC,3.2,stliche Zwischenalpen - Sdteil,1536.0000000000
4510471.01658381,2699940.00000445,2043,33,33,311910,5250870,33TUN,Zell am See (Pinzgau),1584.2475400000,982.9957800000,170.3234900000,46.6599900000,0.5189900000,0.6835400000,318.3038000000,1701.9760200000,1.8238700000,921.3940700000,1.3986500000,251.1103700000,1.4156100000,2623.3700900000,0.8241700000,2629466538.0000000000,25E8,2.2,Nrdliche Zwischenalpen - Ostteil,1711.0000000000
4616159.5118035,2774453.30248489,2044,33,33,422160,5318220,33UVP,Gmunden,2488.8888900000,2034.1904800000,125.3968300000,43.6910000000,0.2571400000,0.5142900000,289.5285700000,1291.7461700000,1.3842600000,1258.3180600000,1.9100900000,238.6322400000,1.3452700000,2550.0642300000,0.8807600000,1415178878.0000000000,9F,7.1,Nrdl. Alpenvorland - Westteil,435.0000000000
4621893.16194104,2735692.67033031,2045,33,33,425340,5279160,33TVN,Stainach,1567.3533100000,1095.9176000000,90.1997500000,39.6276700000,0.4044900000,0.7191000000,330.5955100000,1011.8512300000,1.0843200000,791.8538800000,1.2020100000,243.9294500000,1.3751300000,1803.7051100000,0.5455900000,1929640355.0000000000,25E7,4.1,Nrdliche Randalpen - Westteil,1848.0000000000
4822620.38620501,2809941.27578644,2046,33,33,630420,5339610,33UXP,Gnserndorf,33.3333300000,18.0409400000,8.7719300000,10.9231400000,0.0000000000,0.0526300000,174.6052600000,192.2425000000,0.2060100000,639.6554300000,0.9709800000,0.0000000000,0.0000000000,831.8979200000,0.4764400000,2575874612.0000000000,CE,8.1,Pannonisches Tief- und Hgelland,144.0000000000
4692451.52115669,2834071.94097069,2047,33,33,502170,5372550,33UWP,Zwettl,1971.4285700000,964.6737200000,418.1657800000,22.8978500000,0.5238100000,0.7777800000,325.9206300000,1401.4910600000,1.5018600000,554.7395900000,0.8420800000,211.7533800000,1.1937400000,1956.2306500000,0.6002200000,1390873916.0000000000,CB,9.2,Waldviertel,691.0000000000
4666874.40479338,2698939.72277129,2048,33,33,467790,5239470,33TVN,Knittelfeld,1609.7863200000,354.7435900000,211.7521400000,35.2211300000,0.5769200000,0.7307700000,326.7307700000,1503.4793800000,1.6111600000,470.4054500000,0.7140600000,290.3115200000,1.6366000000,1973.8848300000,0.6041300000,578547552.2000000477,DC,3.2,stliche Zwischenalpen - Sdteil,1407.0000000000
4729638.86155289,2870085.45308834,2049,33,33,541650,5405940,33UWQ,Horn,205.2046800000,413.2456100000,20.7602300000,15.1049500000,0.1315800000,0.4473700000,249.6315800000,160.5098400000,0.1720100000,498.4530000000,0.7566400000,59.2375100000,0.3339500000,658.9628400000,0.2639700000,1803085095.0000000000,CB,9.2,Waldviertel,527.0000000000
